text,expected,predicted
"Вопросы: увидел пару фоток ножей аркос, хорошие? Профессионалы их пользуют? Почему предпочитаете немцев? Аркос мне всегда нравились своей сталью , она неприхотлива и хорошо держит заточку. Профессионалы используют то, что им дают в организации иногда докупают если необходимо. Приходишь работать в цех, а там всем выдают Вустхов или Трауматину, будешь работать ими, выдают Аркос, работаешь Аркосом. Если это не суперинтенсивная, профессиональная работа, то нож подбирается просто исходя из удобства. Мне немцы просто удобнее в руку ложаться у тех испанцев с которыми работал были проблемы с рукоятками (на фото это видно), а у немцев нет. При этом нужно не забывать, что у Аркоса гигантский модельный ряд, в свое время они выпускали ножи с деревянными рукоятками( очень удобные). Керамика не в ходу от слова совсем? Плюсы керамики это великолепный рез (большая твердость малый угол заточки) и отсутствие окисления от продуктов. Минусы - Цена, хрупкость, сложность в обслуживании. В обвалке керамический нож использовать нельзя, это силовая нагрузка на клинок (керамический просто сломается). Та же ситуация при жиловке. Верю в то, что этот материал доработают, но сейчас он мяснику не нужен. На последнем фото третий нож слева (кривой какой то), это зачем такой? Для снятия шкуры. Слегка изогнут именно для того, чтобы можно было использовать часть лезвия для срезания (отскабливания) шкуры от мяса. Большинство национальных ножей (охотничьих) имеет подобный изгиб (тот же Боуи или Пукко) именно для тех же задач. Сколько времени занимает разбор мясной туши? Это вообще 1 человек делает? Очень общий вопрос. Туша говядины? Свинины? Баранины? Разбор это полная обвалка? Частичная? Для примера. Говядина стандартно считается четвертями. Говяжий зад - 1 четверть, обваливается за 3-4 минуты. Но если перед мясником стоит задача обвалять десять четвертей, то среднее время увеличиться. Опять же влияет подготовленность рабочего места. Передняя четверть обваливается дольше - лопатка - 4 минуты , шея - 4 минуты, ребра шейная часть толстый и тонкий край (мышцы идущие вдоль позвоночника) это еще 5 минут. Все в среднем, можно быстрее, можно аккуратнее и медленнее. Итого приблизительно 25 минут на полную обвалку полутуши, 50 минут на тушу. Приблизительно столько же жиловка (то есть по простому очистка бескостных кусков от соединительной ткани и порционный разбор) соответственно 1час 40 минут. Один человек может сделать все и обычно в небольших магазинах он все и делает, другое дело, что для ускорения процесса нужно вводить специализацию и разделение труда. Соответственно на конвейере ты можешь вообще весь день делать только одну операцию, зато очень быстро.
",0.0,0.0
"Камера заднего вида и книжная лига? Вы тролль
",0.0,0.0
"был бы переизбыток, начался бы демпинг, спад цены на автомобили. Но чет я не вижу спада, наоборот уверенный рост цен.
",0.0,0.0
"А я за всю жизнь ни разу не открывал такие холодильники
",0.0,1.0
"так и картошку дома готовят, и супы там, а название так себе. Пирог с грецким орехом и яблоком - вот его название
",0.0,0.0
"Потому что готов был отдать за 7к, но запросил больше.
",0.0,0.0
"Точно такая же каталась от Красково до, предположительно, Казанского. Один глаз всю дорогу. При том, что из сумочки доставала мешочек на завязках, из него - горсть мешочков на завязках, в одном было зеркальце, в другом - тушь, в третьем кисточка какая-то. И один несчастный глаз (мне выходить надо было минут через 30 после того, как она заходила). Не знаю, как она потом моргала. Возможно, в остальных мешочках были скотчи для фиксации верхнего века в открытом состоянии.
",0.0,0.0
"у меня СТАРТ отлично работают, одна из лучших компанию которая поинмает в лампочках.
",0.0,0.0
"Весь текст - бред сивой кобылы! Анализ делать лень - вы настолько безграмотны, что тратить на вас своем время бессмысленно.
",1.0,0.0
"Да это и до сих пор норм ценник. Там работы то обычно на пол часа.
",0.0,0.0
"Если стены тупо ГКЛ не выводить, а штукатурить то даже больше полгода.
",0.0,0.0
"А где нормальные?Почему я не видел геев лесбиянок,которые бы осуждали двинутых?
",1.0,0.0
"А как же предупредить за 2 недели?
",0.0,0.0
"Да,помнится был в Лэнгли майор Хромченко,тот так и говорил,мол чем дебильнее тем лучше. упс...
",1.0,0.0
"ГОВНО СОЖРУ, ЛИШЬ БЫ ЛИБЕРАХИ ГОРЕЛИ НА БУТЫЛКУ СЯДУ, ЛИШЬ БЫ ЛИБЕРАХИ ГОРЕЛИ СДОХНУ, ЛИШЬ БЫ ЛИБЕРАХИ ГОРЕЛИ
",1.0,0.0
"Екатеринбург знаю только что в нем жил Гена Букин и сериал и город заочно очень нравился.
",0.0,0.0
"Красивая природа и озеро...
",0.0,1.0
"Только поезд едет 20 часов, а я на машине доезжаю за 11,5-12.
",0.0,0.0
"Так же как бандосов. Есть авторитетный человек которому доверяют оба уголовника, тот их и судит.
",0.0,0.0
"Быстро кнопку скрыть на место вернул, чмо.
",1.0,0.0
"Открытые данные Сбербанка. Не думаю, что они учитывают серую...
",0.0,0.0
"Садитесь, конечно, но на втором стуле там это... Короч, смотрите сами.
",0.0,0.0
"Чет какой-то аутизм. Если сильно хочется можно и ночью послушать, некоторые на определенные концерты за границу едут. Иных иностранцев приходится чача по 4 ждать. Это же детский сад, не пошел на концерт, потому что поздно, мама не разрешила?
",0.0,0.0
"Я бы к вам с удовольствием присоединилась) Щеночки такие милые и так смешно лезут лицо лизать
",1.0,0.0
"У русачков даже аналога азова и мизантроп дивижн нет. Вот и бомбят.
",1.0,0.0
"Автомат так то денег стоит, что бы поиграть
",0.0,0.0
"Никто не передаёт тепло воздухом, его передают водой. Это компактно. Опустить температуру в системе отопления до 4 (если сильно жарко снаружи) - в чём проблема?
",0.0,0.0
"В целом неплохая идея. В продуктовых, например, где уже отлажено заказом товаров заниматься продавцы. И считаются тоже продавцы, хозяин только контролирует. В магазинах побольше заказывает отдельный человек, но тоже не хозяин.
",0.0,0.0
"а где взять эти китайские тугрики ? или не обязательно китайские ?
",0.0,0.0
"Лучше тогда да уж о домике в деревеньке Швейцарии.
",0.0,0.0
"Борьба будет интересной
",0.0,0.0
"Мир остался таким же с поправкой на благосостояние. Вот в этом трагедия. Цивилизация очень хрупкая штука.
",0.0,0.0
"На самом деле намного проще, хоть и несколько грубо, можно описать работу нейронки такими словами: она сравнивает значение на входе с теми, что у неё есть в базе и выдает наиболее близкий к этому вариант. Ну это если говорить о распознавании графики. Если нейронка определяет кот на картинке или собака, значит до этого какой-то человек группа людей старательно обводили в прямоугольник на фотографиях кошек и собак.
",0.0,0.0
"Да хуйня 17,71 млрд всего за 2018 - пустяки же ведь или нет ?
",0.0,0.0
"Бри Ларсон и правда очень красивая. Она лучшая актриса на эту роль. Разве нет?
",0.0,0.0
"Ну не знаю. А откуда тогда машин столько у людей? И районы новые строятся, чё-т пустых квартир не замечаю.
",0.0,0.0
"Как говорится на стороне одного законы, на стороне другого судебная практика.",0.0,0.0
"Вот блядь вцепился в страну как клещ. Та он, как бы, это.. Президент, легитимный.
",1.0,1.0
"Может вас просто собаки бесят?) меня не собаки бесят, а проявление агрессии.. Давить собак - проявлять агрессию и жестокость. Видите в собаках угрозу- вызывайте отлов и пусть они усыпляют. А давить, стрелять еще и снимать это могут только больные садисты. Но почему то я зоошиза.. Прикольно
",1.0,0.0
"Я не берусь утверждать однозначно, но то, что мы покупали на Волге обычно было менее сухим чем то, что покупается в дали. Попытка довезти рыбку из Волгограда в Петербург при путешествии на машине (около 3-х недель) привела к тому, что появилась плесень. Думаю, что для дальней перевозки рыбу сушат сильнее, чем для местной продажи.
",0.0,0.0
"Ну не знаю, в 89м всё было в дефиците.
",0.0,0.0
"Бойлеры на этажах решают и пара газовых котлов в подвале. Так и не забываем, что горячее водоснабжение - ЦЕНТРАЛЬНОЕ.
",0.0,0.0
"Господе! Какая же жиза. Взял годовой абонемент и ходил в общей сложности месяца 3...хотя ранее был 3-х летний стаж и даже разряд по ПЛ. Что-то вот переклинило и все тут
",0.0,0.0
"Могу только кинуть респект его подсосам за комменты под последним роликом Кузмаса Виньи. Такой то шин.
",1.0,1.0
"несколько концов означает в несколько раз больше даже этих высоких цен. В сравнении с ценами, за которые отдают медизделия фирмы больницам. К поставкам в Мешалкина официальные дилеры не допускались, отдавали все фирмам -прокладкам, которые сбывали все по очень завышенным ценам.
",0.0,0.0
"Пошевелиться не могла - классический сонный паралич. Прикольная тема, была у меня один раз. Вообще считается, что если спишь на спине, то шанс явления больше - по крайней мере об этом говорит существующая статистика . Но я спал на боку. Сам приход заключался в чётком ощущении того, что со стороны ног ко мне приближается нечто тёмное, с силуэтом высокого и широкого человека... лёгкая версия если сравнивать с иными рассказами, да и из оцепенения я полностью вырвался секунд за восемь. Но бодрит, бодрит...
",0.0,0.0
"А что такого. Не только РенТВ же шизиков и дурачков окучивать.
",1.0,0.0
"Расскажите про то, как его откачивали на концерте
",0.0,1.0
"Очень понравилось. А что там?
",0.0,0.0
"Если совок был мертв всегда - тогда Россия в целом была мертва почти всегда, где то со времён века 12-13. Плюс-минус.
",0.0,0.0
"Я то думал интересная история будет, а тут предположение
",0.0,0.0
"А мне нравится Навальный, его интереснее послушать, чем сказки по ТВ в новостях
",0.0,0.0
"Я для первого раза справилась - по Варкрафту подарила большую книгу, в смысле не толстую, а размером большую, с лакированными страницами, с иллюстрациями и разными интересными фактами по игре, подарочная серия книг. И вот дальше тупик, ибо это всё, на что я способна касательно игр) тоже стараюсь вникать, когда он рассказывает, чтобы понимать хотя бы даже, о чем мне рассказывают)
",0.0,0.0
"Жертвовать здоровьем ради извращенца, ну нафиг..
",1.0,0.0
"Ну, посмотрел я комментарии к твоим постам, процент говнокомментов ниже средней отметки.
",1.0,0.0
"Точно!!! спасибо, что подсказали!! отключил всё нахрен!! отправить собщение !STO на номер 7 (903) 797-62-22 или 7 (926) 240-02-22. если кому нужно!
",0.0,0.0
"Мозг у тебя как я понимаю вместе с комментариями на сипе отключен?
",1.0,1.0
"По-моему ты просто зануда
",1.0,1.0
"блин да про каких китайцев разговор то идет я не пойму. где вы их находите и где они вам попадаются. я сегодня от вас впервые узнал, что на российском рынке самогонных аппаратов, есть китайцы. вот честно, я их ТСу не предлагал покупать, так как и не знал об их существование
",0.0,0.0
"Не, я еще только 96 дней, в сапе нормально 210часов проставили, там с ночными тип и т.д. Но расчетники за декабрь магическим образом не смогли выгрузить в сап, ололо сбой какой-то и по факту я так и не смог проверить, а реально ли мне оплатили мои 210 часов, или просто кинули чуть больше, чтоб не бузил.
",0.0,0.0
А как стоит поступить. Я в тупике.только противозаконные средства лезут в голову.,0.0,0.0
"Цена исключительно под проект. На нормальный сплит-систему Daikin цена будет около 65 000 . То есть мы начнем отбивать деньги на этапе строительства если затраты будут ниже 650-900 тыс . В реальности мы отобьем их на ТО-1: нам не нужны две-три на неделю -другую: мехруки по 3 000 Ч; две - три бригады по 4000 Ч; а на ТО-2 и еще по второму кругу перезоправлять это. Водоподготовка, горячая вода - это на силах котельной. Котельную и так и так городить, причем с резервными контурами, для летнего ТО. Вентиляция с рекуперацией это сейчас хороший тон, тоже отдельная статья. Остается только трубы холодной воды от фанкойла - не обязательно и медь, главное - теплоизоляция контура и стоимость чиллера. Вы не забыли что мы работаем с водой и фреоновый холодильник холодит воду? А цикл регулирования температуры - интегрирован в канал вентиляции. Ну и РДЭС, да, это самое дорогое - опять же под проект, около трех млн рублей за 100-250 кВт.
",0.0,0.0
"Чувак у тебя диагноз. Отойди от монитора и успокойся. Ложись в кровать и попробуй заснуть.
",1.0,1.0
"Опущ, ты везде багорт видишь?
",1.0,1.0
"Случайно?) Можно же было сразу закрыть... Дело секунды
",0.0,0.0
"Ну они-то вроде были изначально коммерчески-направленным проектом.
",0.0,0.0
"Аналогично, только номер отличается последними цифрами - 78005114702
",0.0,0.0
"Мужик а тем более солдат должен быть грязным и вонючим, потным. Вот так.",1.0,0.0
"Тогда и щенок ебаный здесь только ты, раз только и смог что нихуя не выкупая тявкнуть из-под калитки.
",1.0,1.0
"Кости (кубики) бросать я так понимаю тоже нет смысла.В первой части насекомое уже играл в кубики с Квай-Гоном(точно не уверен что написал правильно) и просрал СкайУокера
",0.0,0.0
"юристы тоже там стажировались (2009 г.)
",0.0,0.0
"Алкоскоты сорвались на визг и перефорс. Браво, пидорашки. Но пора бы вам и покинуть политач.
",1.0,0.0
"Сознательно отказаться от алкоголя отказаться нельзя. Это факт. просто иногда бывают дела интереснее алкоголя
",0.0,0.0
"Спорить в интернете это как участвовать в олимпиаде для дебилов,даже если ты победишь, то ты все равно дебил
",1.0,1.0
"Это даже хорошо, больше хохлов можно порвать за один заход.
",1.0,0.0
"Ой , не пугайте меня - мы что все станем евреями ?
",1.0,0.0
"и всего в 6км от центра, а уж когда там яблони цветут так прям удовольствие к метро ходить)
",0.0,0.0
"я вот не знаю. Мне японский просто не нравится. Может это от того, что я его совершенно не понимаю, но мне кажется дело в актерах. То как они говорят на японском, все эти предыхания, странные интонации. Хз, может я тупой, но мне просто не нравится японский. А английская озвучка у Нира очень приятная.
",0.0,0.0
"Не рвись, свинособака. Поди совокупись с мусульманкой, высри сына, назови иваном, сестру отправь в турцию, ее дрчь воспитай как шлюху, хорошо оплачиваемая профессия на Роиссе.
",1.0,0.0
"Гопник с гопниками камазов
",1.0,1.0
"последний фильм с ним неплох
",0.0,1.0
"Мы с мужем познакомились, когда поселились в квартиру по типу комуналки, жили в разных комнатах, год общались не больше привет-пока и есть закурить... Тоже от многих слышала такую правду, видимо, нас это не касается
",0.0,0.0
"Надо признать, хохлы унизили пидорах итт.
",1.0,0.0
"Стоп Хам для польских лосей, а у нас они тупые олени!
",1.0,1.0
"если только скота. обычные русские норм живут
",1.0,0.0
"Из Новороссии капчуешь? Кстати как наши русские националисты помогают русским в России, если власть всех пересажала или запретила?
",1.0,0.0
"Год назад уволился с предприятия. Так вот там была такая же пропускная система.) Единственное отличие было в том, что пропуск падая по ленте-конвейеру вахтеру, сверялся и передавался сотруднику, после чего прикладывали к электронному турникету.) Соотвественно фиксировалось время прибытия отбытия.)
",0.0,0.0
"Не знаю, что такое торговая матрица, но что-то мне подсказывет, что не этим занимаются управленцы.
",0.0,0.0
"Я один вижу, как уголок пытается себе отсосать?
",1.0,1.0
"Боюсь что с таким количеством угля в воздухе, мы скоро вообще не просрёмся.
",0.0,0.0
"Если там был пункт назначения, то почему он непотребный и запрещённый? Этот фильм по ТВ показывают с рейтингом 16
",0.0,0.0
"к сожалению, проблематично за них купить мороженное в РФ
",0.0,0.0
"Су-57 до сих пор не могут завести нормальные двигатели, которые бы соответствовали требованиям к истребителями пятого поколения, в то время, как американский распилолёт F-35 строится уже сотнями. Кинжалы ещё далеки от принятия на вооружение. РЭБ, да, многообразна, но, к сожалению, не панацея от массированной атаки крылатыми ракетами, а для того, чтобы гонять горных и пустынных ослоебов, такие системы не нужны, ибо нет у ослоебов такой электроники.
",0.0,0.0
"Это размер.эммм...2 ?... 3 ?
",0.0,0.0
"Помню, о нем весь интернет говорили в году 12-13. Сейчас уже несколько лет, как о нем нечего не слыхано только канал дай пять вспомнили о нем . Как говорил сам Желудь, сам захотел уйти из славы, ибо его это заебыло.
",0.0,0.0
"За владение BMW уже надо уголовку заводить,одно мудачьё конченное на них ездит!
",1.0,0.0
"не там чмошники сидят тока
",1.0,0.0
"Благодарность водителю
",0.0,1.0
"От того то ты назовёшь хохла пидооашкой, пидорахой ты быть не перестанешь, это как с перефорсом няш , от того что ты ими хохлов называешь, 200 летие свинячей истории русни не пропадёт.
",1.0,1.0
"Это что, в Англии как-то пытались призвать из запаса(в Ирак, что ли) давно умершего ветерана 1-й мировой войны. Грозные письма родственникам слали, полиция приходила и вот это всё. Оказалось, что при компьютеризации картотеки дату рождения вместо 18хх года прописали 19хх год.
",0.0,0.0
"Ебать сколько ебанутых ватников набежало. 15-20 штук насчитал. Радуйтесь это ваши пенсии, больницы , дороги и т.д.
",1.0,0.0
"Куча пруфов на сайте Антропогенез.ру Их мимокрокодил-музыкант почти все опроверг, что показывает уровень выдвинувших эти пруфы
",0.0,0.0
"А русские с Путином лучше? Всех кого обвиняет в чем то потом жмёт руку, сбили самолёт в Турции, наложили санкции все равно обнимается и целуется.",1.0,0.0
"БМВизм головного мозга
",1.0,1.0
"библиотека? у меня в детстве в моём шкафу книг было больше.
",0.0,0.0
"Ебать достижение... Как насчет научных открытий? Изобретений? Прорывов в медицине?
",0.0,0.0
"откладывать деньги Сэр.
",0.0,0.0
"100 зарплаты.(чуть меньше на самом деле) А можно для домохозяек пояснить? Спасибо!!
",0.0,0.0
"Вали нахуй,мужик хоть нормальную себе найдет.
",1.0,1.0
"Конкуренция, снижение налогов, поддержка сельского хозяйства
",0.0,1.0
"Вот проект, деньги пополам
",0.0,0.0
"Просветите пожалуйста в подробности этой картины.
",0.0,0.0
"соси как хохлы сосут хохол
",1.0,1.0
"А что не так с процедурой регистрации?
",0.0,0.0
"Обычно не стоит ацетоном обезжиривать щель между дверью и дверным проёмом, после этого не стоит использовать монтажную пену. И да, нет необходимости ускорять реакцию затвердевания при помощи воды.
",0.0,0.0
"А девушек-сумоисток жирдяй-тян? :-)
",1.0,0.0
"Всё нормально - это полезный уголь. Например как активированный, очищающий организм от токсинов или как микрогранулы угля в иновационных шампунях для чисти кожи и волос. Начальство заводов наконец-таки подумало о людях, а они как чернь непросвещённая сразу на митинги за 500 рублей. Так что лучше сидить дома и смело используйте этот снег в пище и гигиене - поможет сэкономить на шампуне и коммунальных платежах за воду. Всего доброго.
",0.0,0.0
"Легаси - это не всегда говно. Но стоит учитывать, что в энтерпрайзе жизненный цикл несопоставимо больше, чем у мобильных приложух и веб-сайтов.
",0.0,0.0
"Ну так это в плане изготовления изделий своими руками,а вот готовить вроде умею.Короче буду сам на себе испытывать божественный напиток и куплю огнетушитель (промышленный на всякий случай).
",0.0,0.0
"Забавы ради ставлю на видосах геймикадзе дислайк и пишу что то вроде ты не прав, наше правительство самое лучшее . лол, хомяки рвутся, через одного.
",1.0,1.0
"Там написано он попросил и убедился тупица ты значит они повернулись уже
",1.0,1.0
"Тот же самый поток мата Рапич мало матерится, так что тут ты мимо. Обычное быдло как по мне, которое стало популярным благодаря неадекватным реакциям на стримах. Адекватным реакциям, искренним, а не терпильным как это у большинства людей бывает.
",1.0,1.0
"Вообще возможен ли вирус который будет действовать именно на нигр и арабов?
",0.0,0.0
"Где-то тут были ракеты с400 для Китая)
",0.0,0.0
"Я приводил средние скорости - в среднем в Стокгольме 36 кмч, в Москве 30. К тому же когда вы едете 60-5 (пробка)-60-5 (светофор) - вы намного больше тратите топлива, чем если бы ехали 30-5-30-5.
",0.0,0.0
"А их не покажут. Они так быстро двигаются, что даже после аварии с собой номера уносят со скоростью Флэша.
",0.0,0.0
"Ну теперь машины будут газовать круглые сутки, это наверное лучше...
",0.0,0.0
"Не поверите. Н о л ь.
",0.0,1.0
"Вот если бы можно было удалиться вообще из всех баз. Эх... Уехать в тайгу, построить домик и жить спокойно своими силами, а не смотреть на вот этот вот мир вокруг.
",0.0,0.0
"Суть в том что банк от этого непрокатило ничего не теряет. Вам же не выплачивают штраф и не дают никаких послаблений и бонусов как клиенту из-за таких инцидентов, а значит, в данном конкретном случае это толчение воды в ступе.
",0.0,0.0
"Негры убивают друг-друга ЭТИ ЛЮДИ - НЕ ЛЮДИ БЕЛЫЙ УБИВАЕТ МИГРАНТОВ В ПУНКТЕ ВЕРБОВКИ ТЕРРОРИСТОВ ВЕСЬ МИР СКОРБИТ, ЖЕНЩИНЫ НАДЕВАЮТ ХИДЖАБ, МУЖЧИНЫ ОТДАЮТ СВОИХ САМОК НЕСЧАСТНЫМ МУСЛИМАМ
",1.0,1.0
"Хохлы-объебосы порвались, лол
",1.0,1.0
"Ассоциируется с оптимизмом. Или с выражением строить хорошую мину при плохой игре . Даже не знаю, к чему ближе...
",0.0,0.0
"На судебном процессе 22 июля начальник связи Западного фронта Андрей Григорьев показывал: Война застала Западный Особый военный округ врасплох. Мирное настроение, царившее все время в штабе, безусловно, передавалось и в войска. Штабы армий находились на зимних квартирах и были разгромлены, и, наконец, часть войск (Брестский гарнизон) подвергалась бомбардировке на своих зимних квартирах . А вот что учудили в Прибалтийском округе. В полк тяжелой артиллерии 16-го стрелкового корпуса 11-й армии то ли 19-го, то ли 20 июня прибыла комиссия штаба округа. Возглавлявший ее генерал приказал снять с пушек прицелы и сдать их для проверки в окружную мастерскую в Риге, за 300 километров от расположения части, и разрешил комсоставу в выходной съездить в Каунас, к семьям. Правда, командир полка после отъезда комиссии и не подумал выполнять эти распоряжения. А вот в гаубичном артполку 75-й дивизии 4-й армии ЗапОВО прокатило 19 июня были увезены в Минск на поверку все оптические приборы, вплоть до стереотруб. Естественно, к 22 июня их назад не вернули.Любопытные вещи рассказывал уже в наше время в интервью газете Красная Звезда генерал-лейтенант Сергей Долгушин, бывший во время войны летчиком-истребителем. Их полк стоял в ЗапОВО, аэродром находился, считай, на самой границе, в пяти километрах от нее. За зиму сорок первого года мы освоили высотные полеты, много стреляли и по конусу, и по земле, начали летать ночью. Десятого мая наш полк перебросили из Лиды на аэродром Новый Двор, что чуть западнее Гродно. На севере граница с немцами была в пятнадцати километрах. Как только мы приземлились, над летным полем на малой высоте пронесся фашистский мессер . Нахально так, даже крыльями покачал. В ясную погоду с высоты двух тысяч метров мы видели немецкий аэродром, забитый разными машинами. Составили схему, передали в штаб. А двадцать первого июня, в шесть вечера, закончив полеты, получили приказ: снять с самолетов пушки, пулеметы, ящики с боеприпасом и хранить все это на складе.
",0.0,0.0
"А чего это пидорашка-оп так расхрюкался? Тебя кто-то заставляет там сидеть, в крымотредах этих?
",1.0,1.0
"Лол, сафарипарк. Бабуля, глянь, обизян! Да внуча, смотри как он бросается в нас каками, он защищает свою территорию! ой, бабуля, страшно! Да не бойся, он хороший, просто дикий, ладно, поехали, львов посмотрим
",1.0,1.0
"Кукарек кукарек Как я понимаю, по делу сказать нечего?)
",1.0,0.0
"У тупых, ленивых, не следящих за собой и своим здоровьем женщин есть жир. И их место среди отбросов общества - это нормально! У тупых, ленивых, не следящих за собой и своим здоровьем женщин не идеальная кожа. И их место среди отбросов общества - это нормально! У тупых, ленивых, не следящих за собой и своим здоровьем женщин есть волосы на теле. И их место среди отбросов общества - это нормально! Пофиксил. Фемки, не благодарите.
",1.0,0.0
"Увы, уже да. Возможно из-за наплыва на сайт, возможно что эту квоту уже раскупили. Рекомендую через неделю зайти и проверить - могут снова снизить
",0.0,0.0
"И часто тебе заезжают мухобойкой?
",1.0,1.0
"В многом вы может и правы, если бы не то, что по часам я ни куда не опоздал, самолёт стоял у рукава, то есть ни каких автобусов.
",0.0,0.0
"лучше бы юбики сплинтерселл новый сделали. уроды ленивые
",1.0,0.0
"Думаешь так мало денег обычно в сумке ?
",0.0,0.0
"Слабоумие тут явно у даривших
",1.0,1.0
"Открываем ту на ппк-у и узнаем что прибор барометрический. И если задать установку в 800 метров а прыжок совершить с 1200 то задержка будет не 5 секунд а побольше.
",0.0,0.0
"Вот, кстати, тоже интересное наблюдение, что любознательность тем меньше, чем скудее ум, хотя, казалось бы на первый взгляд, что должно быть наоборот.
",0.0,0.0
"Бабы вообще сосут на отъебись. Так же, как и борщ варят.
",1.0,0.0
"Хохлы, вы понимаете, кто такой Володин? Это вам не Сурков, шутить он с вами не будет.
",1.0,0.0
"Тут-то Ебжен и пригодится. Не думаю, даже с его жирной ряхой 16 оппозицинеров ему не заменить, пятерых максимум
",1.0,0.0
"Оу, ты опять здесь. Всё пичОт?
",1.0,1.0
"Я, как-то думал, что из моих слов это будет понятно. Простите великодушно, если не уразумел, что не все поймут мой посыл.",0.0,0.0
"Ну естественно. На машинах с спортивным мотором многие вещи являются расходниками, когда как на обычном авто спокойно ходят по 50 000 км.
",0.0,0.0
"У всех своя скорость загрузки!
",0.0,1.0
"Живу в Канаде, но мне тоже было интересно читать
",0.0,0.0
"Там хейтят рашку и рузких только так. Называют монголами водканиггерами, постят гопников и черрипикинг из узкоглазых всратых рузких. Сами рузкие что там сидят селф хейтеры и позорно маскируют фложок
",1.0,0.0
"Как по мне миллионный онлайн это вполне себе показатель успеха для платной то игры, не? Много игр с большим онлайном знаете, причем вне азиатского сектора? Много игр знаете в которых поиск на активности идет по 10 секунд?
",0.0,0.0
"Ну эти криветосы очень большие когда вырастают, и креветки обычно в травниках и живут хорошо им там, и чо пожрать и где продается есть, может если мелкие креветки то донные будут представлять опасность, а если взрослые или подростки( а вы видели размер) то там уже рыбы будут страдать, по этому лучше без донных.
",0.0,0.0
"Жизненно. Поэтому у меня 24 7 включен фоновый шум: телевизор, ютуб, музыка и пр. Это чтобы заглушить мысли. Даже ночью, точнее особенно ночью. Это уже что-то не нормальное. И ... окно так манит...
",0.0,0.0
"Китайцы уже давно придумали.
",0.0,0.0
"Почему тогда в совке было такое говно, а сейчас хотя бы немного стали улицы в порядок приводить?
",0.0,0.0
